1,Follower,,,Leader,Rotate Theta 180 Deg,Tilt 45 Deg,,,2,Follower,,,Leader,Rotate Theta 180 Deg,Tilt 90 Deg,Elevate 9 Inch,,3,Follower,,,Leader,Rotate Theta 180 Deg,Tilt 90 Deg,Elevate 6 Inch,,4,Follower,,,Leader,Rotate Theta 120 Deg,Tilt 90 Deg,Elevate 6 Inch,,5,Follower,,,Leader,Rotate Theta -120 Deg,Tilt 90 Deg,Elevate 6 Inch,,6,Follower,,,Leader,Rotate Theta -120 Deg,Tilt 45 Deg,,,7,Follower,,,Leader,Rotate Theta -60 Deg,Tilt 45 Deg,,,8,Follower,,,Leader,Rotate Theta -60 Deg,Tilt 90 Deg,Elevate 6 Inch,,9,Follower,,,Leader,Rotate Theta -90 Deg,Tilt 90 Deg,Elevate 6 Inch,,10,Follower,,,Leader,Rotate Theta -90 Deg,Tilt 45 Deg,,
,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo
,19,72.0, 106.06601717798213,72.0,28.933982822017867,59.99999999999999, 35.35533905932738,2,,19,72.0, 106.06601717798213,72.0,-16.066017177982133,59.99999999999999, 35.35533905932738,2,,19,72.0, 106.06601717798213,72.0,-16.066017177982133,59.99999999999999, 35.35533905932738,2,,19,72.0, 106.06601717798213,12.0,-16.066017177982133,0.0, 0.0,0,,19,72.0, 106.06601717798213,132.0,-16.066017177982133,119.99999999999999, 35.35533905932738,3,,19,72.0, 106.06601717798213,132.0,28.933982822017867,119.99999999999999, 35.35533905932738,3,,19,72.0, 106.06601717798213,192.0,28.933982822017867,180.0, 35.35533905932738,4,,19,72.0, 106.06601717798213,192.0,-16.066017177982133,180.0, 35.35533905932738,4,,19,72.0, 106.06601717798213,162.0,-16.066017177982133,180.0, 35.35533905932738,4,,19,72.0, 106.06601717798213,162.0,28.933982822017867,180.0, 35.35533905932738,4
,20,108.0, 106.06601717798213,108.0,28.933982822017867,119.99999999999999, 35.35533905932738,3,,20,108.0, 106.06601717798213,108.0,-16.066017177982133,119.99999999999999, 35.35533905932738,3,,20,108.0, 106.06601717798213,108.0,-16.066017177982133,119.99999999999999, 35.35533905932738,3,,20,108.0, 106.06601717798213,48.0,-16.066017177982133,0.0, 0.0,0,,20,108.0, 106.06601717798213,168.0,-16.066017177982133,180.0, 35.35533905932738,4,,20,108.0, 106.06601717798213,168.0,28.933982822017867,180.0, 35.35533905932738,4,,20,108.0, 106.06601717798213,228.0,28.933982822017867,239.99999999999997, 35.35533905932738,5,,20,108.0, 106.06601717798213,228.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,20,108.0, 106.06601717798213,198.0,-16.066017177982133,180.0, 35.35533905932738,4,,20,108.0, 106.06601717798213,198.0,28.933982822017867,180.0, 35.35533905932738,4
,21,144.0, 106.06601717798213,144.0,28.933982822017867,119.99999999999999, 35.35533905932738,3,,21,144.0, 106.06601717798213,144.0,-16.066017177982133,119.99999999999999, 35.35533905932738,3,,21,144.0, 106.06601717798213,144.0,-16.066017177982133,119.99999999999999, 35.35533905932738,3,,21,144.0, 106.06601717798213,84.0,-16.066017177982133,59.99999999999999, 35.35533905932738,2,,21,144.0, 106.06601717798213,204.0,-16.066017177982133,180.0, 35.35533905932738,4,,21,144.0, 106.06601717798213,204.0,28.933982822017867,180.0, 35.35533905932738,4,,21,144.0, 106.06601717798213,264.0,28.933982822017867,239.99999999999997, 35.35533905932738,5,,21,144.0, 106.06601717798213,264.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,21,144.0, 106.06601717798213,234.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,21,144.0, 106.06601717798213,234.0,28.933982822017867,239.99999999999997, 35.35533905932738,5
,22,180.0, 106.06601717798213,180.0,28.933982822017867,180.0, 35.35533905932738,4,,22,180.0, 106.06601717798213,180.0,-16.066017177982133,180.0, 35.35533905932738,4,,22,180.0, 106.06601717798213,180.0,-16.066017177982133,180.0, 35.35533905932738,4,,22,180.0, 106.06601717798213,120.0,-16.066017177982133,119.99999999999999, 35.35533905932738,3,,22,180.0, 106.06601717798213,240.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,22,180.0, 106.06601717798213,240.0,28.933982822017867,239.99999999999997, 35.35533905932738,5,,22,180.0, 106.06601717798213,300.0,28.933982822017867,299.99999999999994, 35.35533905932738,6,,22,180.0, 106.06601717798213,300.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,22,180.0, 106.06601717798213,270.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,22,180.0, 106.06601717798213,270.0,28.933982822017867,299.99999999999994, 35.35533905932738,6
,23,216.0, 106.06601717798213,216.0,28.933982822017867,239.99999999999997, 35.35533905932738,5,,23,216.0, 106.06601717798213,216.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,23,216.0, 106.06601717798213,216.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,23,216.0, 106.06601717798213,156.0,-16.066017177982133,180.0, 35.35533905932738,4,,23,216.0, 106.06601717798213,276.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,23,216.0, 106.06601717798213,276.0,28.933982822017867,299.99999999999994, 35.35533905932738,6,,23,216.0, 106.06601717798213,336.0,28.933982822017867,299.99999999999994, 35.35533905932738,6,,23,216.0, 106.06601717798213,336.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,23,216.0, 106.06601717798213,306.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,23,216.0, 106.06601717798213,306.0,28.933982822017867,299.99999999999994, 35.35533905932738,6
,24,252.0, 106.06601717798213,252.0,28.933982822017867,239.99999999999997, 35.35533905932738,5,,24,252.0, 106.06601717798213,252.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,24,252.0, 106.06601717798213,252.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,24,252.0, 106.06601717798213,192.0,-16.066017177982133,180.0, 35.35533905932738,4,,24,252.0, 106.06601717798213,312.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,24,252.0, 106.06601717798213,312.0,28.933982822017867,299.99999999999994, 35.35533905932738,6,,24,252.0, 106.06601717798213,12.0,28.933982822017867,0.0, 35.35533905932738,1,,24,252.0, 106.06601717798213,12.0,-16.066017177982133,0.0, 0.0,0,,24,252.0, 106.06601717798213,342.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,24,252.0, 106.06601717798213,342.0,28.933982822017867,299.99999999999994, 35.35533905932738,6
,25,288.0, 106.06601717798213,288.0,28.933982822017867,299.99999999999994, 35.35533905932738,6,,25,288.0, 106.06601717798213,288.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,25,288.0, 106.06601717798213,288.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,25,288.0, 106.06601717798213,228.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,25,288.0, 106.06601717798213,348.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,25,288.0, 106.06601717798213,348.0,28.933982822017867,324.0, 70.71067811865476,16,,25,288.0, 106.06601717798213,48.0,28.933982822017867,59.99999999999999, 35.35533905932738,2,,25,288.0, 106.06601717798213,48.0,-16.066017177982133,0.0, 0.0,0,,25,288.0, 106.06601717798213,18.0,-16.066017177982133,0.0, 0.0,0,,25,288.0, 106.06601717798213,18.0,28.933982822017867,0.0, 35.35533905932738,1
,26,324.0, 106.06601717798213,324.0,28.933982822017867,299.99999999999994, 35.35533905932738,6,,26,324.0, 106.06601717798213,324.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,26,324.0, 106.06601717798213,324.0,-16.066017177982133,299.99999999999994, 35.35533905932738,6,,26,324.0, 106.06601717798213,264.0,-16.066017177982133,239.99999999999997, 35.35533905932738,5,,26,324.0, 106.06601717798213,24.0,-16.066017177982133,0.0, 0.0,0,,26,324.0, 106.06601717798213,24.0,28.933982822017867,0.0, 35.35533905932738,1,,26,324.0, 106.06601717798213,84.0,28.933982822017867,59.99999999999999, 35.35533905932738,2,,26,324.0, 106.06601717798213,84.0,-16.066017177982133,59.99999999999999, 35.35533905932738,2,,26,324.0, 106.06601717798213,54.0,-16.066017177982133,59.99999999999999, 35.35533905932738,2,,26,324.0, 106.06601717798213,54.0,28.933982822017867,59.99999999999999, 35.35533905932738,2
,27,0.0, 141.4213562373095,0.0,-6.42135623730951,0.0, 0.0,0,,27,0.0, 141.4213562373095,0.0,-51.42135623730951,0.0, 0.0,0,,27,0.0, 141.4213562373095,0.0,-51.42135623730951,0.0, 0.0,0,,27,0.0, 141.4213562373095,300.0,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,27,0.0, 141.4213562373095,60.0,-51.42135623730951,0.0, 0.0,0,,27,0.0, 141.4213562373095,60.0,-6.42135623730951,59.99999999999999, 35.35533905932738,2,,27,0.0, 141.4213562373095,120.0,-6.42135623730951,119.99999999999999, 35.35533905932738,3,,27,0.0, 141.4213562373095,120.0,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,27,0.0, 141.4213562373095,90.0,-51.42135623730951,59.99999999999999, 35.35533905932738,2,,27,0.0, 141.4213562373095,90.0,-6.42135623730951,119.99999999999999, 35.35533905932738,3
,28,51.42857142857143, 141.4213562373095,51.428571428571445,-6.42135623730951,59.99999999999999, 35.35533905932738,2,,28,51.42857142857143, 141.4213562373095,51.428571428571445,-51.42135623730951,0.0, 0.0,0,,28,51.42857142857143, 141.4213562373095,51.428571428571445,-51.42135623730951,0.0, 0.0,0,,28,51.42857142857143, 141.4213562373095,351.42857142857144,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,28,51.42857142857143, 141.4213562373095,111.42857142857143,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,28,51.42857142857143, 141.4213562373095,111.42857142857143,-6.42135623730951,119.99999999999999, 35.35533905932738,3,,28,51.42857142857143, 141.4213562373095,171.42857142857144,-6.42135623730951,180.0, 35.35533905932738,4,,28,51.42857142857143, 141.4213562373095,171.42857142857144,-51.42135623730951,180.0, 35.35533905932738,4,,28,51.42857142857143, 141.4213562373095,141.42857142857144,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,28,51.42857142857143, 141.4213562373095,141.42857142857144,-6.42135623730951,119.99999999999999, 35.35533905932738,3
,29,102.85714285714286, 141.4213562373095,102.85714285714289,-6.42135623730951,119.99999999999999, 35.35533905932738,3,,29,102.85714285714286, 141.4213562373095,102.85714285714289,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,29,102.85714285714286, 141.4213562373095,102.85714285714289,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,29,102.85714285714286, 141.4213562373095,42.85714285714289,-51.42135623730951,0.0, 0.0,0,,29,102.85714285714286, 141.4213562373095,162.85714285714286,-51.42135623730951,180.0, 35.35533905932738,4,,29,102.85714285714286, 141.4213562373095,162.85714285714286,-6.42135623730951,180.0, 35.35533905932738,4,,29,102.85714285714286, 141.4213562373095,222.85714285714286,-6.42135623730951,239.99999999999997, 35.35533905932738,5,,29,102.85714285714286, 141.4213562373095,222.85714285714286,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,29,102.85714285714286, 141.4213562373095,192.85714285714286,-51.42135623730951,180.0, 35.35533905932738,4,,29,102.85714285714286, 141.4213562373095,192.85714285714286,-6.42135623730951,180.0, 35.35533905932738,4
,30,154.2857142857143, 141.4213562373095,154.28571428571433,-6.42135623730951,180.0, 35.35533905932738,4,,30,154.2857142857143, 141.4213562373095,154.28571428571433,-51.42135623730951,180.0, 35.35533905932738,4,,30,154.2857142857143, 141.4213562373095,154.28571428571433,-51.42135623730951,180.0, 35.35533905932738,4,,30,154.2857142857143, 141.4213562373095,94.28571428571433,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,30,154.2857142857143, 141.4213562373095,214.2857142857143,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,30,154.2857142857143, 141.4213562373095,214.2857142857143,-6.42135623730951,239.99999999999997, 35.35533905932738,5,,30,154.2857142857143, 141.4213562373095,274.28571428571433,-6.42135623730951,299.99999999999994, 35.35533905932738,6,,30,154.2857142857143, 141.4213562373095,274.28571428571433,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,30,154.2857142857143, 141.4213562373095,244.2857142857143,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,30,154.2857142857143, 141.4213562373095,244.2857142857143,-6.42135623730951,239.99999999999997, 35.35533905932738,5
,31,205.71428571428572, 141.4213562373095,205.71428571428578,-6.42135623730951,180.0, 35.35533905932738,4,,31,205.71428571428572, 141.4213562373095,205.71428571428578,-51.42135623730951,180.0, 35.35533905932738,4,,31,205.71428571428572, 141.4213562373095,205.71428571428578,-51.42135623730951,180.0, 35.35533905932738,4,,31,205.71428571428572, 141.4213562373095,145.71428571428572,-51.42135623730951,119.99999999999999, 35.35533905932738,3,,31,205.71428571428572, 141.4213562373095,265.7142857142857,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,31,205.71428571428572, 141.4213562373095,265.7142857142857,-6.42135623730951,239.99999999999997, 35.35533905932738,5,,31,205.71428571428572, 141.4213562373095,325.7142857142857,-6.42135623730951,299.99999999999994, 35.35533905932738,6,,31,205.71428571428572, 141.4213562373095,325.7142857142857,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,31,205.71428571428572, 141.4213562373095,295.7142857142857,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,31,205.71428571428572, 141.4213562373095,295.7142857142857,-6.42135623730951,299.99999999999994, 35.35533905932738,6
,32,257.1428571428571, 141.4213562373095,257.1428571428571,-6.42135623730951,239.99999999999997, 35.35533905932738,5,,32,257.1428571428571, 141.4213562373095,257.1428571428571,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,32,257.1428571428571, 141.4213562373095,257.1428571428571,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,32,257.1428571428571, 141.4213562373095,197.1428571428571,-51.42135623730951,180.0, 35.35533905932738,4,,32,257.1428571428571, 141.4213562373095,317.1428571428571,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,32,257.1428571428571, 141.4213562373095,317.1428571428571,-6.42135623730951,299.99999999999994, 35.35533905932738,6,,32,257.1428571428571, 141.4213562373095,17.14285714285711,-6.42135623730951,0.0, 0.0,0,,32,257.1428571428571, 141.4213562373095,17.14285714285711,-51.42135623730951,0.0, 0.0,0,,32,257.1428571428571, 141.4213562373095,347.1428571428571,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,32,257.1428571428571, 141.4213562373095,347.1428571428571,-6.42135623730951,299.99999999999994, 35.35533905932738,6
,33,308.5714285714286, 141.4213562373095,308.57142857142867,-6.42135623730951,299.99999999999994, 35.35533905932738,6,,33,308.5714285714286, 141.4213562373095,308.57142857142867,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,33,308.5714285714286, 141.4213562373095,308.57142857142867,-51.42135623730951,299.99999999999994, 35.35533905932738,6,,33,308.5714285714286, 141.4213562373095,248.57142857142867,-51.42135623730951,239.99999999999997, 35.35533905932738,5,,33,308.5714285714286, 141.4213562373095,8.571428571428612,-51.42135623730951,0.0, 0.0,0,,33,308.5714285714286, 141.4213562373095,8.571428571428612,-6.42135623730951,0.0, 0.0,0,,33,308.5714285714286, 141.4213562373095,68.57142857142861,-6.42135623730951,59.99999999999999, 35.35533905932738,2,,33,308.5714285714286, 141.4213562373095,68.57142857142861,-51.42135623730951,0.0, 0.0,0,,33,308.5714285714286, 141.4213562373095,38.57142857142861,-51.42135623730951,0.0, 0.0,0,,33,308.5714285714286, 141.4213562373095,38.57142857142861,-6.42135623730951,0.0, 0.0,0
,34,0.0, 176.7766952966369,0.0,-41.77669529663689,0.0, 0.0,0,,34,0.0, 176.7766952966369,0.0,-86.77669529663689,0.0, 0.0,0,,34,0.0, 176.7766952966369,0.0,-86.77669529663689,0.0, 0.0,0,,34,0.0, 176.7766952966369,300.0,-86.77669529663689,299.99999999999994, 35.35533905932738,6,,34,0.0, 176.7766952966369,60.0,-86.77669529663689,0.0, 0.0,0,,34,0.0, 176.7766952966369,60.0,-41.77669529663689,0.0, 0.0,0,,34,0.0, 176.7766952966369,120.0,-41.77669529663689,119.99999999999999, 35.35533905932738,3,,34,0.0, 176.7766952966369,120.0,-86.77669529663689,119.99999999999999, 35.35533905932738,3,,34,0.0, 176.7766952966369,90.0,-86.77669529663689,0.0, 0.0,0,,34,0.0, 176.7766952966369,90.0,-41.77669529663689,59.99999999999999, 35.35533905932738,2
