1,Follower,,,Leader,Rotate Theta 180 Deg,Tilt 45 Deg,,,2,Follower,,,Leader,Rotate Theta 180 Deg,Tilt 90 Deg,Elevate 9 Inch,,3,Follower,,,Leader,Rotate Theta 180 Deg,Tilt 90 Deg,Elevate 6 Inch,,4,Follower,,,Leader,Rotate Theta 120 Deg,Tilt 90 Deg,Elevate 6 Inch,,5,Follower,,,Leader,Rotate Theta -120 Deg,Tilt 90 Deg,Elevate 6 Inch,,6,Follower,,,Leader,Rotate Theta -120 Deg,Tilt 45 Deg,,,7,Follower,,,Leader,Rotate Theta -60 Deg,Tilt 45 Deg,,,8,Follower,,,Leader,Rotate Theta -60 Deg,Tilt 90 Deg,Elevate 6 Inch,,9,Follower,,,Leader,Rotate Theta -90 Deg,Tilt 90 Deg,Elevate 6 Inch,,10,Follower,,,Leader,Rotate Theta -90 Deg,Tilt 45 Deg,,
,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo,,TxNo,Theta,Phi,Target Theta,Target Phi,Closest Theta,Closest Phi,Closest TxNo
,19,1.2566370614359172, 1.8512012242326525,1.2566370614359172,0.5049932659596923,1.0471975511965976, 0.6170670747442175,2,,19,1.2566370614359172, 1.8512012242326525,1.2566370614359172,-0.280404897437756,1.0471975511965976, 0.6170670747442175,2,,19,1.2566370614359172, 1.8512012242326525,1.2566370614359172,-0.280404897437756,1.0471975511965976, 0.6170670747442175,2,,19,1.2566370614359172, 1.8512012242326525,0.20943951023931895,-0.280404897437756,0, 0,0,,19,1.2566370614359172, 1.8512012242326525,2.303834612632515,-0.280404897437756,2.0943951023931953, 0.6170670747442175,3,,19,1.2566370614359172, 1.8512012242326525,2.303834612632515,0.5049932659596923,2.0943951023931953, 0.6170670747442175,3,,19,1.2566370614359172, 1.8512012242326525,3.351032163829113,0.5049932659596923,3.141592653589793, 0.6170670747442175,4,,19,1.2566370614359172, 1.8512012242326525,3.351032163829113,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,19,1.2566370614359172, 1.8512012242326525,2.827433388230814,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,19,1.2566370614359172, 1.8512012242326525,2.827433388230814,0.5049932659596923,3.141592653589793, 0.6170670747442175,4
,20,1.8849555921538759, 1.8512012242326525,1.8849555921538759,0.5049932659596923,2.0943951023931953, 0.6170670747442175,3,,20,1.8849555921538759, 1.8512012242326525,1.8849555921538759,-0.280404897437756,2.0943951023931953, 0.6170670747442175,3,,20,1.8849555921538759, 1.8512012242326525,1.8849555921538759,-0.280404897437756,2.0943951023931953, 0.6170670747442175,3,,20,1.8849555921538759, 1.8512012242326525,0.8377580409572776,-0.280404897437756,0, 0,0,,20,1.8849555921538759, 1.8512012242326525,2.9321531433504737,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,20,1.8849555921538759, 1.8512012242326525,2.9321531433504737,0.5049932659596923,3.141592653589793, 0.6170670747442175,4,,20,1.8849555921538759, 1.8512012242326525,3.9793506945470716,0.5049932659596923,4.1887902047863905, 0.6170670747442175,5,,20,1.8849555921538759, 1.8512012242326525,3.9793506945470716,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,20,1.8849555921538759, 1.8512012242326525,3.4557519189487724,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,20,1.8849555921538759, 1.8512012242326525,3.4557519189487724,0.5049932659596923,3.141592653589793, 0.6170670747442175,4
,21,2.5132741228718345, 1.8512012242326525,2.5132741228718345,0.5049932659596923,2.0943951023931953, 0.6170670747442175,3,,21,2.5132741228718345, 1.8512012242326525,2.5132741228718345,-0.280404897437756,2.0943951023931953, 0.6170670747442175,3,,21,2.5132741228718345, 1.8512012242326525,2.5132741228718345,-0.280404897437756,2.0943951023931953, 0.6170670747442175,3,,21,2.5132741228718345, 1.8512012242326525,1.4660765716752362,-0.280404897437756,1.0471975511965976, 0.6170670747442175,2,,21,2.5132741228718345, 1.8512012242326525,3.5604716740684323,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,21,2.5132741228718345, 1.8512012242326525,3.5604716740684323,0.5049932659596923,3.141592653589793, 0.6170670747442175,4,,21,2.5132741228718345, 1.8512012242326525,4.60766922526503,0.5049932659596923,4.1887902047863905, 0.6170670747442175,5,,21,2.5132741228718345, 1.8512012242326525,4.60766922526503,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,21,2.5132741228718345, 1.8512012242326525,4.084070449666731,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,21,2.5132741228718345, 1.8512012242326525,4.084070449666731,0.5049932659596923,4.1887902047863905, 0.6170670747442175,5
,22,3.141592653589793, 1.8512012242326525,3.141592653589793,0.5049932659596923,3.141592653589793, 0.6170670747442175,4,,22,3.141592653589793, 1.8512012242326525,3.141592653589793,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,22,3.141592653589793, 1.8512012242326525,3.141592653589793,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,22,3.141592653589793, 1.8512012242326525,2.094395102393195,-0.280404897437756,2.0943951023931953, 0.6170670747442175,3,,22,3.141592653589793, 1.8512012242326525,4.188790204786391,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,22,3.141592653589793, 1.8512012242326525,4.188790204786391,0.5049932659596923,4.1887902047863905, 0.6170670747442175,5,,22,3.141592653589793, 1.8512012242326525,5.235987755982989,0.5049932659596923,5.235987755982988, 0.6170670747442175,6,,22,3.141592653589793, 1.8512012242326525,5.235987755982989,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,22,3.141592653589793, 1.8512012242326525,4.71238898038469,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,22,3.141592653589793, 1.8512012242326525,4.71238898038469,0.5049932659596923,5.235987755982988, 0.6170670747442175,6
,23,3.7699111843077517, 1.8512012242326525,3.7699111843077517,0.5049932659596923,4.1887902047863905, 0.6170670747442175,5,,23,3.7699111843077517, 1.8512012242326525,3.7699111843077517,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,23,3.7699111843077517, 1.8512012242326525,3.7699111843077517,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,23,3.7699111843077517, 1.8512012242326525,2.7227136331111534,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,23,3.7699111843077517, 1.8512012242326525,4.81710873550435,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,23,3.7699111843077517, 1.8512012242326525,4.81710873550435,0.5049932659596923,5.235987755982988, 0.6170670747442175,6,,23,3.7699111843077517, 1.8512012242326525,5.8643062867009474,0.5049932659596923,5.235987755982988, 0.6170670747442175,6,,23,3.7699111843077517, 1.8512012242326525,5.8643062867009474,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,23,3.7699111843077517, 1.8512012242326525,5.340707511102648,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,23,3.7699111843077517, 1.8512012242326525,5.340707511102648,0.5049932659596923,5.235987755982988, 0.6170670747442175,6
,24,4.39822971502571, 1.8512012242326525,4.39822971502571,0.5049932659596923,4.1887902047863905, 0.6170670747442175,5,,24,4.39822971502571, 1.8512012242326525,4.39822971502571,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,24,4.39822971502571, 1.8512012242326525,4.39822971502571,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,24,4.39822971502571, 1.8512012242326525,3.351032163829112,-0.280404897437756,3.141592653589793, 0.6170670747442175,4,,24,4.39822971502571, 1.8512012242326525,5.445427266222309,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,24,4.39822971502571, 1.8512012242326525,5.445427266222309,0.5049932659596923,5.235987755982988, 0.6170670747442175,6,,24,4.39822971502571, 1.8512012242326525,0.20943951023931984,0.5049932659596923,0.0, 0.6170670747442175,1,,24,4.39822971502571, 1.8512012242326525,0.20943951023931984,-0.280404897437756,0, 0,0,,24,4.39822971502571, 1.8512012242326525,5.969026041820607,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,24,4.39822971502571, 1.8512012242326525,5.969026041820607,0.5049932659596923,5.235987755982988, 0.6170670747442175,6
,25,5.026548245743669, 1.8512012242326525,5.026548245743669,0.5049932659596923,5.235987755982988, 0.6170670747442175,6,,25,5.026548245743669, 1.8512012242326525,5.026548245743669,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,25,5.026548245743669, 1.8512012242326525,5.026548245743669,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,25,5.026548245743669, 1.8512012242326525,3.9793506945470707,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,25,5.026548245743669, 1.8512012242326525,6.073745796940267,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,25,5.026548245743669, 1.8512012242326525,6.073745796940267,0.5049932659596923,5.654866776461628, 1.234134149488435,16,,25,5.026548245743669, 1.8512012242326525,0.8377580409572785,0.5049932659596923,1.0471975511965976, 0.6170670747442175,2,,25,5.026548245743669, 1.8512012242326525,0.8377580409572785,-0.280404897437756,0, 0,0,,25,5.026548245743669, 1.8512012242326525,0.3141592653589793,-0.280404897437756,0, 0,0,,25,5.026548245743669, 1.8512012242326525,0.3141592653589793,0.5049932659596923,0.0, 0.6170670747442175,1
,26,5.654866776461628, 1.8512012242326525,5.654866776461628,0.5049932659596923,5.235987755982988, 0.6170670747442175,6,,26,5.654866776461628, 1.8512012242326525,5.654866776461628,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,26,5.654866776461628, 1.8512012242326525,5.654866776461628,-0.280404897437756,5.235987755982988, 0.6170670747442175,6,,26,5.654866776461628, 1.8512012242326525,4.607669225265029,-0.280404897437756,4.1887902047863905, 0.6170670747442175,5,,26,5.654866776461628, 1.8512012242326525,0.4188790204786397,-0.280404897437756,0, 0,0,,26,5.654866776461628, 1.8512012242326525,0.4188790204786397,0.5049932659596923,0.0, 0.6170670747442175,1,,26,5.654866776461628, 1.8512012242326525,1.466076571675237,0.5049932659596923,1.0471975511965976, 0.6170670747442175,2,,26,5.654866776461628, 1.8512012242326525,1.466076571675237,-0.280404897437756,1.0471975511965976, 0.6170670747442175,2,,26,5.654866776461628, 1.8512012242326525,0.9424777960769379,-0.280404897437756,1.0471975511965976, 0.6170670747442175,2,,26,5.654866776461628, 1.8512012242326525,0.9424777960769379,0.5049932659596923,1.0471975511965976, 0.6170670747442175,2
,27,0.0, 2.46826829897687,0.0,-0.11207380878452522,0, 0,0,,27,0.0, 2.46826829897687,0.0,-0.8974719721819735,0, 0,0,,27,0.0, 2.46826829897687,0.0,-0.8974719721819735,0, 0,0,,27,0.0, 2.46826829897687,5.235987755982988,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,27,0.0, 2.46826829897687,1.0471975511965979,-0.8974719721819735,0, 0,0,,27,0.0, 2.46826829897687,1.0471975511965979,-0.11207380878452522,1.0471975511965976, 0.6170670747442175,2,,27,0.0, 2.46826829897687,2.0943951023931957,-0.11207380878452522,2.0943951023931953, 0.6170670747442175,3,,27,0.0, 2.46826829897687,2.0943951023931957,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,27,0.0, 2.46826829897687,1.5707963267948966,-0.8974719721819735,1.0471975511965976, 0.6170670747442175,2,,27,0.0, 2.46826829897687,1.5707963267948966,-0.11207380878452522,2.0943951023931953, 0.6170670747442175,3
,28,0.8975979010256552, 2.46826829897687,0.8975979010256552,-0.11207380878452522,1.0471975511965976, 0.6170670747442175,2,,28,0.8975979010256552, 2.46826829897687,0.8975979010256552,-0.8974719721819735,0, 0,0,,28,0.8975979010256552, 2.46826829897687,0.8975979010256552,-0.8974719721819735,0, 0,0,,28,0.8975979010256552, 2.46826829897687,6.133585657008643,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,28,0.8975979010256552, 2.46826829897687,1.944795452222253,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,28,0.8975979010256552, 2.46826829897687,1.944795452222253,-0.11207380878452522,2.0943951023931953, 0.6170670747442175,3,,28,0.8975979010256552, 2.46826829897687,2.991993003418851,-0.11207380878452522,3.141592653589793, 0.6170670747442175,4,,28,0.8975979010256552, 2.46826829897687,2.991993003418851,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,28,0.8975979010256552, 2.46826829897687,2.4683942278205517,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,28,0.8975979010256552, 2.46826829897687,2.4683942278205517,-0.11207380878452522,2.0943951023931953, 0.6170670747442175,3
,29,1.7951958020513104, 2.46826829897687,1.7951958020513104,-0.11207380878452522,2.0943951023931953, 0.6170670747442175,3,,29,1.7951958020513104, 2.46826829897687,1.7951958020513104,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,29,1.7951958020513104, 2.46826829897687,1.7951958020513104,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,29,1.7951958020513104, 2.46826829897687,0.747998250854712,-0.8974719721819735,0, 0,0,,29,1.7951958020513104, 2.46826829897687,2.842393353247908,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,29,1.7951958020513104, 2.46826829897687,2.842393353247908,-0.11207380878452522,3.141592653589793, 0.6170670747442175,4,,29,1.7951958020513104, 2.46826829897687,3.889590904444506,-0.11207380878452522,4.1887902047863905, 0.6170670747442175,5,,29,1.7951958020513104, 2.46826829897687,3.889590904444506,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,29,1.7951958020513104, 2.46826829897687,3.365992128846207,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,29,1.7951958020513104, 2.46826829897687,3.365992128846207,-0.11207380878452522,3.141592653589793, 0.6170670747442175,4
,30,2.6927937030769655, 2.46826829897687,2.6927937030769655,-0.11207380878452522,3.141592653589793, 0.6170670747442175,4,,30,2.6927937030769655, 2.46826829897687,2.6927937030769655,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,30,2.6927937030769655, 2.46826829897687,2.6927937030769655,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,30,2.6927937030769655, 2.46826829897687,1.6455961518803672,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,30,2.6927937030769655, 2.46826829897687,3.7399912542735634,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,30,2.6927937030769655, 2.46826829897687,3.7399912542735634,-0.11207380878452522,4.1887902047863905, 0.6170670747442175,5,,30,2.6927937030769655, 2.46826829897687,4.787188805470161,-0.11207380878452522,5.235987755982988, 0.6170670747442175,6,,30,2.6927937030769655, 2.46826829897687,4.787188805470161,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,30,2.6927937030769655, 2.46826829897687,4.263590029871862,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,30,2.6927937030769655, 2.46826829897687,4.263590029871862,-0.11207380878452522,4.1887902047863905, 0.6170670747442175,5
,31,3.5903916041026207, 2.46826829897687,3.5903916041026207,-0.11207380878452522,3.141592653589793, 0.6170670747442175,4,,31,3.5903916041026207, 2.46826829897687,3.5903916041026207,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,31,3.5903916041026207, 2.46826829897687,3.5903916041026207,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,31,3.5903916041026207, 2.46826829897687,2.5431940529060224,-0.8974719721819735,2.0943951023931953, 0.6170670747442175,3,,31,3.5903916041026207, 2.46826829897687,4.637589155299219,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,31,3.5903916041026207, 2.46826829897687,4.637589155299219,-0.11207380878452522,4.1887902047863905, 0.6170670747442175,5,,31,3.5903916041026207, 2.46826829897687,5.684786706495816,-0.11207380878452522,5.235987755982988, 0.6170670747442175,6,,31,3.5903916041026207, 2.46826829897687,5.684786706495816,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,31,3.5903916041026207, 2.46826829897687,5.161187930897517,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,31,3.5903916041026207, 2.46826829897687,5.161187930897517,-0.11207380878452522,5.235987755982988, 0.6170670747442175,6
,32,4.487989505128276, 2.46826829897687,4.487989505128276,-0.11207380878452522,4.1887902047863905, 0.6170670747442175,5,,32,4.487989505128276, 2.46826829897687,4.487989505128276,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,32,4.487989505128276, 2.46826829897687,4.487989505128276,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,32,4.487989505128276, 2.46826829897687,3.4407919539316776,-0.8974719721819735,3.141592653589793, 0.6170670747442175,4,,32,4.487989505128276, 2.46826829897687,5.535187056324874,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,32,4.487989505128276, 2.46826829897687,5.535187056324874,-0.11207380878452522,5.235987755982988, 0.6170670747442175,6,,32,4.487989505128276, 2.46826829897687,0.29919930034188535,-0.11207380878452522,0, 0,0,,32,4.487989505128276, 2.46826829897687,0.29919930034188535,-0.8974719721819735,0, 0,0,,32,4.487989505128276, 2.46826829897687,6.058785831923172,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,32,4.487989505128276, 2.46826829897687,6.058785831923172,-0.11207380878452522,5.235987755982988, 0.6170670747442175,6
,33,5.385587406153931, 2.46826829897687,5.385587406153931,-0.11207380878452522,5.235987755982988, 0.6170670747442175,6,,33,5.385587406153931, 2.46826829897687,5.385587406153931,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,33,5.385587406153931, 2.46826829897687,5.385587406153931,-0.8974719721819735,5.235987755982988, 0.6170670747442175,6,,33,5.385587406153931, 2.46826829897687,4.338389854957333,-0.8974719721819735,4.1887902047863905, 0.6170670747442175,5,,33,5.385587406153931, 2.46826829897687,0.14959965017094312,-0.8974719721819735,0, 0,0,,33,5.385587406153931, 2.46826829897687,0.14959965017094312,-0.11207380878452522,0, 0,0,,33,5.385587406153931, 2.46826829897687,1.1967972013675405,-0.11207380878452522,1.0471975511965976, 0.6170670747442175,2,,33,5.385587406153931, 2.46826829897687,1.1967972013675405,-0.8974719721819735,0, 0,0,,33,5.385587406153931, 2.46826829897687,0.6731984257692414,-0.8974719721819735,0, 0,0,,33,5.385587406153931, 2.46826829897687,0.6731984257692414,-0.11207380878452522,0, 0,0
,34,0.0, 3.0853353737210876,0.0,-0.7291408835287427,0, 0,0,,34,0.0, 3.0853353737210876,0.0,-1.514539046926191,0, 0,0,,34,0.0, 3.0853353737210876,0.0,-1.514539046926191,0, 0,0,,34,0.0, 3.0853353737210876,5.235987755982988,-1.514539046926191,5.235987755982988, 0.6170670747442175,6,,34,0.0, 3.0853353737210876,1.0471975511965979,-1.514539046926191,0, 0,0,,34,0.0, 3.0853353737210876,1.0471975511965979,-0.7291408835287427,0, 0,0,,34,0.0, 3.0853353737210876,2.0943951023931957,-0.7291408835287427,2.0943951023931953, 0.6170670747442175,3,,34,0.0, 3.0853353737210876,2.0943951023931957,-1.514539046926191,2.0943951023931953, 0.6170670747442175,3,,34,0.0, 3.0853353737210876,1.5707963267948966,-1.514539046926191,0, 0,0,,34,0.0, 3.0853353737210876,1.5707963267948966,-0.7291408835287427,2.0943951023931953, 0.6170670747442175,3
